1419.000,0.018,0.018,-0.479
1419.001,0.018,0.018,-0.736
1419.002,0.018,0.018,0.260
1419.004,0.018,0.018,0.857
1419.005,0.018,0.018,0.260
1419.006,0.017,0.018,-1.549
1419.007,0.017,0.018,-1.915
1419.008,0.017,0.018,-1.126
1419.009,0.017,0.017,-0.508
1419.011,0.017,0.018,-1.781
1419.012,0.017,0.018,-2.251
1419.013,0.017,0.017,0.411
1419.014,0.017,0.017,1.630
1419.015,0.017,0.017,1.659
1419.016,0.017,0.017,-0.332
1419.018,0.017,0.017,-1.718
1419.019,0.017,0.017,-1.198
1419.020,0.017,0.017,-0.247
1419.021,0.017,0.017,0.384
1419.022,0.017,0.017,0.966
1419.023,0.017,0.017,0.920
1419.025,0.017,0.017,0.874
1419.026,0.017,0.017,0.570
1419.027,0.017,0.017,0.420
1419.028,0.017,0.017,0.013
1419.029,0.017,0.017,-0.973
1419.030,0.017,0.017,-1.126
1419.032,0.017,0.017,-0.148
1419.033,0.017,0.017,0.697
1419.034,0.017,0.017,1.695
1419.035,0.017,0.017,1.628
1419.036,0.017,0.017,1.087
1419.037,0.016,0.017,0.816
1419.039,0.016,0.017,-0.278
1419.040,0.016,0.017,-0.603
1419.041,0.016,0.017,-0.530
1419.042,0.016,0.017,-1.970
1419.043,0.016,0.017,-1.921
1419.045,0.016,0.017,-0.514
1419.046,0.016,0.017,-0.496
1419.047,0.016,0.017,-0.066
1419.048,0.016,0.017,-0.386
1419.049,0.016,0.017,-0.664
1419.050,0.016,0.017,-0.248
1419.052,0.016,0.017,0.016
1419.053,0.016,0.017,-0.917
1419.054,0.016,0.017,-1.140
1419.055,0.016,0.017,0.540
1419.056,0.016,0.016,1.558
1419.057,0.016,0.016,1.120
1419.059,0.016,0.017,0.391
1419.060,0.016,0.017,0.656
1419.061,0.016,0.016,1.020
1419.062,0.016,0.017,0.785
1419.063,0.016,0.017,0.696
1419.064,0.017,0.017,1.520
1419.066,0.017,0.017,1.768
1419.067,0.017,0.017,0.984
1419.068,0.017,0.017,0.272
1419.069,0.017,0.017,0.091
1419.070,0.017,0.017,1.008
1419.071,0.017,0.017,-0.759
1419.073,0.017,0.017,-2.293
1419.074,0.017,0.017,-0.393
1419.075,0.017,0.017,0.481
1419.076,0.017,0.017,0.905
1419.077,0.017,0.017,0.903
1419.079,0.017,0.017,0.940
1419.080,0.017,0.017,0.801
1419.081,0.017,0.017,1.977
1419.082,0.017,0.017,1.572
1419.083,0.017,0.017,0.461
1419.084,0.017,0.017,0.278
1419.086,0.017,0.017,0.732
1419.087,0.017,0.017,-0.454
1419.088,0.017,0.017,-0.494
1419.089,0.017,0.017,1.097
1419.090,0.017,0.017,0.638
1419.091,0.017,0.018,-0.437
1419.093,0.018,0.018,-0.284
1419.094,0.018,0.018,0.114
1419.095,0.018,0.018,-0.549
1419.096,0.018,0.018,-0.275
1419.097,0.018,0.018,0.272
1419.098,0.018,0.018,0.241
1419.100,0.018,0.018,0.667
1419.101,0.018,0.018,0.959
1419.102,0.018,0.018,0.209
1419.103,0.018,0.018,-0.781
1419.104,0.018,0.018,0.163
1419.105,0.018,0.018,1.005
1419.107,0.018,0.019,1.144
1419.108,0.019,0.019,0.898
1419.109,0.019,0.019,-0.191
1419.110,0.019,0.019,-0.470
1419.111,0.019,0.019,-0.399
1419.112,0.019,0.019,0.069
1419.114,0.019,0.019,1.242
1419.115,0.019,0.019,2.098
1419.116,0.019,0.019,2.558
1419.117,0.019,0.019,0.820
1419.118,0.019,0.020,0.466
1419.120,0.020,0.020,-0.355
1419.121,0.020,0.020,0.395
1419.122,0.020,0.020,1.303
1419.123,0.020,0.020,1.025
1419.124,0.020,0.020,1.529
1419.125,0.020,0.020,1.141
1419.127,0.020,0.020,0.783
1419.128,0.020,0.020,0.274
1419.129,0.020,0.021,0.260
1419.130,0.020,0.021,0.436
1419.131,0.021,0.021,0.477
1419.132,0.021,0.021,-0.564
1419.134,0.021,0.021,-3.171
1419.135,0.021,0.021,-2.434
1419.136,0.021,0.021,-1.155
1419.137,0.021,0.021,-0.539
1419.138,0.021,0.021,-0.171
1419.139,0.021,0.021,0.993
1419.141,0.022,0.022,1.497
1419.142,0.022,0.022,0.020
1419.143,0.022,0.022,-0.304
1419.144,0.022,0.022,0.762
1419.145,0.022,0.022,0.776
1419.146,0.022,0.022,0.103
1419.148,0.022,0.022,-0.376
1419.149,0.022,0.023,-0.290
1419.150,0.022,0.023,-0.284
1419.151,0.023,0.023,0.090
1419.152,0.023,0.023,0.117
1419.154,0.023,0.023,0.106
1419.155,0.023,0.023,0.203
1419.156,0.023,0.023,0.713
1419.157,0.023,0.023,0.474
1419.158,0.023,0.024,0.332
1419.159,0.024,0.024,0.838
1419.161,0.024,0.024,-0.127
1419.162,0.024,0.024,-0.453
1419.163,0.024,0.024,-0.135
1419.164,0.024,0.024,-0.496
1419.165,0.024,0.024,0.595
1419.166,0.024,0.025,0.563
1419.168,0.025,0.025,0.653
1419.169,0.025,0.025,0.901
1419.170,0.025,0.025,-0.021
1419.171,0.025,0.025,-0.441
1419.172,0.025,0.025,-0.926
1419.173,0.025,0.025,-0.329
1419.175,0.025,0.025,0.241
1419.176,0.025,0.025,1.492
1419.177,0.026,0.026,2.402
1419.178,0.026,0.026,1.777
1419.179,0.026,0.026,0.250
1419.180,0.026,0.026,0.573
1419.182,0.026,0.026,-0.207
1419.183,0.026,0.027,-1.634
1419.184,0.026,0.027,-0.854
1419.185,0.027,0.027,-0.246
1419.186,0.027,0.027,-0.426
1419.188,0.027,0.027,-0.015
1419.189,0.027,0.027,0.167
1419.190,0.027,0.027,1.007
1419.191,0.027,0.027,1.720
1419.192,0.027,0.027,1.813
1419.193,0.027,0.028,0.258
1419.195,0.028,0.028,-1.529
1419.196,0.028,0.028,-0.995
1419.197,0.028,0.028,-0.371
1419.198,0.028,0.028,0.247
1419.199,0.028,0.028,-0.139
1419.200,0.028,0.029,-0.444
1419.202,0.028,0.029,0.565
1419.203,0.029,0.029,0.515
1419.204,0.029,0.029,-0.305
1419.205,0.029,0.029,1.301
