1419.000,0.018,0.018,0.888
1419.001,0.018,0.018,1.724
1419.002,0.018,0.018,1.093
1419.004,0.018,0.018,-0.907
1419.005,0.018,0.018,-1.363
1419.006,0.018,0.018,0.231
1419.007,0.017,0.018,0.748
1419.008,0.017,0.018,0.822
1419.009,0.017,0.018,0.013
1419.011,0.017,0.018,-1.201
1419.012,0.017,0.018,-1.890
1419.013,0.017,0.018,-2.191
1419.014,0.017,0.017,-0.996
1419.015,0.017,0.017,0.535
1419.016,0.017,0.017,0.717
1419.018,0.017,0.017,-0.189
1419.019,0.017,0.017,0.337
1419.020,0.017,0.017,0.183
1419.021,0.017,0.017,-0.696
1419.022,0.017,0.017,-1.408
1419.023,0.017,0.017,-1.389
1419.025,0.017,0.017,-0.924
1419.026,0.017,0.017,-0.906
1419.027,0.017,0.017,-0.160
1419.028,0.017,0.017,0.380
1419.029,0.017,0.017,-0.123
1419.030,0.017,0.017,0.030
1419.032,0.017,0.017,0.384
1419.033,0.017,0.017,0.132
1419.034,0.017,0.017,-0.126
1419.035,0.017,0.017,-0.844
1419.036,0.017,0.017,-0.312
1419.037,0.017,0.017,0.901
1419.039,0.017,0.017,-0.079
1419.040,0.017,0.017,-0.475
1419.041,0.017,0.017,-0.661
1419.042,0.017,0.017,-1.112
1419.043,0.017,0.017,-0.783
1419.045,0.016,0.017,-0.140
1419.046,0.016,0.017,-0.096
1419.047,0.016,0.017,-0.887
1419.048,0.016,0.017,-1.286
1419.049,0.016,0.017,-0.392
1419.050,0.016,0.017,0.604
1419.052,0.016,0.017,0.654
1419.053,0.016,0.017,0.304
1419.054,0.016,0.017,0.327
1419.055,0.017,0.017,1.430
1419.056,0.016,0.017,1.118
1419.057,0.016,0.017,0.559
1419.059,0.016,0.017,0.183
1419.060,0.017,0.017,-0.472
1419.061,0.017,0.017,-0.566
1419.062,0.017,0.017,-0.208
1419.063,0.017,0.017,-0.260
1419.064,0.017,0.017,-0.624
1419.066,0.017,0.017,-0.502
1419.067,0.017,0.017,0.185
1419.068,0.017,0.017,-0.424
1419.069,0.017,0.017,-0.969
1419.070,0.017,0.017,-0.150
1419.071,0.017,0.017,-0.484
1419.073,0.017,0.017,-1.852
1419.074,0.017,0.017,-0.542
1419.075,0.017,0.017,0.897
1419.076,0.017,0.017,0.584
1419.077,0.017,0.017,0.493
1419.079,0.017,0.017,0.745
1419.080,0.017,0.017,0.952
1419.081,0.017,0.017,1.129
1419.082,0.017,0.017,0.143
1419.083,0.017,0.017,-0.806
1419.084,0.017,0.017,-0.820
1419.086,0.017,0.017,-1.179
1419.087,0.017,0.017,-0.461
1419.088,0.017,0.017,1.530
1419.089,0.017,0.017,2.877
1419.090,0.018,0.017,2.107
1419.091,0.018,0.018,0.952
1419.093,0.018,0.018,0.178
1419.094,0.018,0.018,-0.385
1419.095,0.018,0.018,-1.021
1419.096,0.018,0.018,-1.118
1419.097,0.018,0.018,-0.623
1419.098,0.018,0.018,0.101
1419.100,0.018,0.018,1.236
1419.101,0.018,0.018,1.383
1419.102,0.018,0.018,0.704
1419.103,0.018,0.018,0.186
1419.104,0.018,0.019,-0.044
1419.105,0.018,0.019,-0.295
